,income
22015,0
28482,0
19348,1
7247,0
45497,0
1868,0
32663,0
46379,0
44377,0
42231,0
39870,0
40358,0
7786,1
38920,0
9602,0
39462,0
46692,0
34902,1
28392,0
22224,0
23122,0
16229,0
21297,0
44945,0
42208,0
17543,0
34546,0
43916,0
8938,0
29304,0
9968,0
6293,0
21423,0
21162,0
22965,0
40981,1
28298,1
48670,0
13016,0
7801,1
32692,0
23399,0
19403,0
11244,0
39453,0
18508,1
48306,0
31606,0
15118,0
22549,0
22734,0
18045,0
2957,0
5830,0
16316,0
48257,0
40725,0
8861,0
3699,0
24631,1
6187,0
8548,0
6102,0
18979,0
42512,0
5076,0
15694,0
8703,0
4303,0
7106,0
2903,0
39558,0
3361,0
18165,0
26257,1
2211,0
29990,0
25242,0
29984,0
7455,0
20901,0
45253,1
8441,0
30123,1
23059,0
19441,0
38535,0
14552,0
13215,0
11584,1
23023,0
32593,0
588,1
17649,0
13966,1
21161,0
14765,0
36903,1
18013,1
30966,0
46671,0
21899,0
28150,0
45607,1
30195,0
33552,0
35470,0
3485,1
8782,0
38911,1
30343,1
40948,0
33401,0
8120,0
9355,0
23014,0
21276,0
27940,0
1608,0
18573,1
22612,0
40808,0
12755,0
13708,0
13160,0
17324,0
42,0
37723,1
7670,0
16194,0
19356,1
39109,0
42016,0
24498,0
365,0
40849,0
14063,0
23540,0
43711,0
34192,1
23337,0
26692,0
8614,1
28168,0
28649,0
15451,0
1231,0
10164,0
10548,0
21757,0
48311,0
13006,0
9056,0
36711,1
775,0
2228,1
17192,0
5879,0
24497,1
46890,0
40176,1
25016,0
22026,1
11162,0
26891,1
31701,0
28675,1
41070,0
9886,0
20368,1
45718,1
33102,1
16166,0
39307,1
12409,0
10789,0
36425,0
4608,0
19725,1
46795,0
36252,1
26796,1
26285,0
6640,0
26588,0
7990,0
32589,0
27056,0
29424,0
47104,1
28320,1
18122,0
16698,0
43920,1
13579,0
870,1
12885,0
48508,0
31209,0
36378,0
12798,0
43347,0
13518,0
27260,0
23031,0
22485,0
32189,0
45178,1
11256,0
6331,1
10884,0
19235,0
3874,0
17697,0
13127,0
9913,0
44660,0
9637,0
34475,0
21692,0
9216,0
5340,0
18858,0
840,0
32778,0
1792,0
7020,0
30934,0
17362,0
34936,0
35828,0
14456,0
11439,0
46116,1
7789,1
48209,1
44687,0
14735,0
28710,0
24115,0
30122,0
31019,0
23891,0
7185,0
45695,0
32522,0
35483,1
46235,0
7819,0
6644,0
15227,0
22444,0
26684,0
4054,0
38239,0
45577,0
44292,1
33269,1
36511,0
9763,0
36941,1
41407,0
3409,0
17058,1
41578,0
24858,1
41377,0
30809,0
3801,0
26371,0
36233,0
14199,0
31748,1
44421,0
44373,1
33486,0
31275,0
38242,0
41385,1
28820,0
27813,1
35918,0
13506,1
21584,0
24469,0
8241,0
41684,0
16996,0
45038,0
46737,0
9311,0
45681,0
6130,0
27182,1
27797,0
38223,0
13040,1
276,1
16984,0
37157,0
6760,0
16535,0
48374,0
13853,0
505,0
10442,0
8440,0
32690,1
22582,0
29213,1
37440,0
21703,0
26847,0
5793,1
45213,1
36315,1
4863,0
23025,0
38764,0
10065,1
23582,1
11227,0
7055,0
47150,1
38310,0
45501,0
7354,0
41442,0
26712,0
725,1
26727,1
12778,0
40718,1
31367,1
8418,0
20354,0
25180,1
21075,0
4658,0
18504,0
45058,0
34783,1
32098,1
7190,0
29614,0
16468,1
14548,0
18332,1
29400,0
40976,0
11329,1
22693,0
30826,0
18978,0
29038,1
29340,0
14639,0
267,1
12802,0
43622,0
5701,0
14246,0
33498,1
33171,0
16282,1
47794,1
38740,0
5149,0
47191,0
34399,1
47330,0
32830,0
5255,0
31157,0
17705,0
18150,0
31618,1
30014,1
17199,0
45289,1
46592,0
15289,0
46546,0
47369,0
15845,0
36442,0
42858,0
24994,0
33058,0
35090,1
43430,0
20034,0
16573,0
8144,1
35965,1
12082,0
15662,0
46786,1
4240,0
27661,0
37333,1
28779,0
15325,0
15506,0
4771,0
42555,1
7143,1
43162,1
38760,0
43287,0
29331,0
1189,0
11351,0
12514,0
22738,1
6434,0
4432,0
5679,0
45272,1
2666,0
8761,1
24283,0
22006,0
32214,1
36849,0
2112,1
40194,0
8867,0
21526,0
18196,1
14699,1
44318,1
31908,0
25389,0
35941,0
40174,0
33045,0
30920,0
15016,0
40126,1
29562,0
21698,0
1579,0
12377,0
5190,0
5453,0
48689,0
41693,0
27242,0
8069,1
29004,1
6279,0
790,1
37305,0
18125,0
48462,0
17685,1
17138,0
36505,0
21774,0
37039,1
44662,0
15384,1
18147,0
38717,0
7596,0
19316,0
17860,0
10402,0
1094,0
40604,0
45395,0
3183,0
42829,0
45808,1
15352,1
23227,0
17701,1
3729,0
31142,0
38577,0
2075,0
19083,0
44946,1
10163,0
29390,0
18051,0
10940,0
16576,1
18318,0
35855,0
26102,0
19805,1
3255,0
26961,0
47627,0
24682,0
5001,0
36027,1
36637,0
32969,0
15137,0
25785,1
28356,0
5071,0
4936,0
45449,0
32567,0
16611,0
29699,1
11467,1
28196,0
29584,0
931,0
18675,1
12482,0
19970,0
34194,0
34927,1
11328,0
20369,0
22783,0
24086,0
12230,0
24968,1
19102,0
45645,1
40326,1
48247,0
28213,0
3773,0
27748,0
21668,1
41425,0
18254,0
101,1
27557,0
12468,1
28242,0
21435,1
40441,0
43972,0
34407,1
10047,1
29936,0
30992,0
10892,0
8479,1
15929,0
13330,0
39449,0
14540,0
1799,0
34567,0
25005,0
15612,1
13083,0
25619,0
5156,0
5112,0
16240,0
47172,0
26004,1
27175,0
29637,0
14029,0
1827,0
44731,0
13076,0
25391,0
42265,1
45749,0
28369,0
17023,0
45930,1
10970,0
23195,0
13445,0
5159,0
33411,0
10132,0
5412,0
5405,1
36104,1
46468,0
41443,1
1475,0
21307,1
41309,0
48532,0
8688,1
14897,1
35675,1
9532,0
10249,0
40977,0
46852,1
9362,0
9519,0
30836,0
24830,0
44788,1
10287,0
17524,0
33540,1
44916,0
28731,0
14501,0
19440,0
39354,0
3611,0
21312,0
37706,0
17163,1
4752,0
37406,0
46580,0
28274,0
24195,0
37321,0
8153,0
40409,0
19515,0
41,0
335,0
18119,0
26862,0
17309,0
24190,0
6806,0
44351,1
46007,0
5825,0
45632,0
20133,0
7415,0
43019,0
11014,0
42798,0
47098,0
26793,0
26990,0
11415,0
15144,0
5602,1
35825,0
31519,1
9131,1
16702,1
24163,0
3036,0
38950,0
45664,0
39404,0
42008,0
3220,1
42497,0
39565,1
235,0
6988,1
45257,0
19636,1
38739,0
9567,1
43448,0
48344,0
453,1
28825,0
6631,0
7881,0
16568,0
29272,0
21841,0
23826,0
43739,0
12053,0
8349,0
43066,1
3708,0
3508,0
14263,1
24022,0
20796,0
47289,0
22023,0
11482,0
46917,0
11380,0
21416,0
30987,0
45644,0
23129,0
26678,0
36760,0
13116,1
680,0
586,0
16214,0
28460,0
45949,1
20631,0
381,0
45685,0
12977,0
12095,0
20924,0
265,1
10069,0
17656,1
47864,0
7058,1
35886,1
5876,1
17723,0
5207,0
22004,0
15530,0
10939,0
15475,1
24958,0
33831,1
39170,1
33469,1
8282,0
32167,0
28843,0
29683,1
40814,1
40013,0
21216,1
28994,0
2366,0
4570,0
19950,1
15285,0
658,0
3179,0
34292,1
29066,0
32625,0
34866,1
45361,0
22784,0
31983,0
11938,0
47640,1
9097,0
47996,0
7889,0
11315,0
18106,1
12093,1
29527,0
34325,0
47435,0
16445,0
16133,0
9896,0
17620,1
26752,1
29276,0
22826,0
42946,0
15652,0
42927,0
11722,0
35023,0
27990,0
32421,0
28239,0
28066,0
2210,0
34193,0
37390,1
2592,0
44234,0
15135,0
39599,0
25811,0
23233,0
42505,0
12453,0
43033,0
40183,0
48755,1
39420,0
16058,0
19572,0
46832,0
35361,0
31730,1
18252,1
1232,0
39394,0
18061,0
20593,1
4783,0
30010,0
41828,1
33693,1
2204,0
31070,1
16442,0
1274,0
29022,0
1354,0
48295,0
9928,0
39630,0
42961,0
47386,0
11093,1
21000,0
34781,1
19463,0
15160,1
5322,0
7903,0
42133,1
23555,0
37498,1
15381,1
40222,0
39340,0
44581,0
4560,0
17282,0
5242,0
18292,0
20246,0
45852,0
14579,1
22523,0
29114,0
17899,0
36432,0
22983,0
42144,0
31825,1
3331,0
47709,1
27587,0
30822,0
30289,0
18170,0
46202,0
44062,0
27954,1
46246,0
28278,0
44631,0
16553,1
21335,0
12652,0
23293,0
41623,0
23136,0
44036,0
43667,0
35738,0
41297,0
30834,0
38443,1
11129,0
14740,0
13847,0
16022,0
29837,0
8023,1
7111,0
39993,0
25857,1
15246,0
15015,1
12862,0
42302,0
1035,0
15924,0
15893,0
10695,0
41998,0
22499,0
30412,0
8777,0
45137,0
43371,0
9040,0
37148,0
34184,0
31267,1
20441,1
21719,0
10855,1
22399,1
21868,1
12812,0
31704,0
16002,0
2778,0
7978,1
47135,0
47247,1
8473,0
25561,0
33039,0
45440,0
31332,0
8767,0
7502,0
34393,0
48450,0
31562,0
19100,0
27703,0
14843,0
33672,1
20113,0
20909,0
3216,1
45149,0
37696,0
8586,0
45770,1
22242,0
32126,0
14280,0
237,1
13826,0
16867,0
43563,0
17476,0
45090,0
28909,1
35670,1
8351,1
30901,1
41041,1
3303,0
26147,0
20991,0
47396,1
11179,0
31600,0
16679,0
31390,1
39020,0
18230,0
27039,1
46301,1
25056,0
18080,1
34979,0
35867,1
21541,0
12458,0
89,1
6372,0
6829,0
47212,0
35503,0
33551,0
44198,0
33574,0
11149,1
816,0
7187,0
18121,1
2873,0
16038,0
28493,0
40340,0
28031,0
9374,0
9086,0
16478,0
35968,0
39799,0
13223,0
28395,0
5442,0
32608,0
17883,0
33143,1
5025,0
23384,1
19305,0
14496,0
35309,0
11397,0
1148,1
48416,1
34846,1
13304,1
33521,0
25672,0
31581,1
20958,0
41925,0
17024,1
562,1
24855,0
18729,1
13838,0
5887,0
46022,0
15259,1
11902,0
20900,1
19513,0
18519,1
35643,1
27221,1
17028,1
23369,0
15104,1
6945,0
5266,0
31850,0
25845,0
29235,0
23465,0
42939,1
28200,0
10976,0
37381,0
11243,0
2557,0
1854,0
46055,1
4551,0
40408,1
35774,0
11971,0
42455,0
12673,0
31397,0
18641,0
25034,0
2637,1
19079,0
26477,1
48048,0
513,1
48577,0
7052,0
36178,0
34030,0
13452,0
13999,0
32990,0
45422,0
26468,1
33995,0
21542,0
36184,1
39510,1
35817,0
5872,0
33100,0
43087,1
10296,1
41294,0
38558,0
1836,0
40965,0
13776,0
19093,0
43426,0
42069,0
27495,1
7853,0
7715,0
44763,0
23593,0
8514,0
1365,0
4484,0
17149,0
39754,0
30565,0
18897,0
37814,0
26969,0
28585,0
48423,0
40579,0
42537,0
45404,0
17505,0
36750,0
46449,0
3557,0
48690,0
30557,0
23843,0
13555,1
33449,0
14596,1
18415,0
22817,1
32647,0
31349,0
16271,0
7835,1
28946,1
33971,0
38238,0
21783,0
31938,1
24031,1
36651,1
26561,0
20772,0
44191,0
12815,0
12830,0
3225,1
137,0
1800,0
22181,1
5302,0
428,1
27303,0
7046,0
27512,0
7871,0
47466,0
9158,0
46979,0
2339,1
23429,1
14382,0
11945,0
39077,1
11530,1
25701,0
41415,0
19025,1
11944,0
31537,0
8118,0
18116,0
43609,1
31492,0
22969,1
25507,0
41476,1
17568,0
4371,0
29789,1
3007,0
14482,0
14630,0
31483,1
47059,1
37536,0
30864,1
23610,0
4087,1
26129,1
47064,1
30045,0
12132,0
17880,0
7330,0
46525,1
20817,1
24384,1
46212,0
3556,0
47541,1
11725,1
6257,0
20616,0
1524,0
39776,0
347,0
43244,0
27501,0
35690,0
24791,0
39273,0
3078,0
9228,1
29256,0
13841,1
27254,1
38006,0
8885,1
12086,1
29668,1
16637,1
18952,0
38553,0
36359,0
25385,0
5424,0
26658,0
9996,0
1634,0
34769,0
29457,0
32870,0
13154,0
7788,0
26125,0
7658,0
16247,0
6855,0
8052,0
17414,0
9190,1
21661,0
43075,0
11792,0
29346,0
11145,0
30121,0
44954,1
11491,0
45292,0
42336,0
34623,0
47819,0
13367,0
20850,1
21983,1
19251,0
741,0
38148,0
23222,1
33836,0
11214,0
7095,0
21675,0
40679,1
5572,0
46079,0
34459,0
38971,1
15419,0
2132,0
24560,1
33709,0
17511,0
32412,0
41573,1
46013,0
38046,1
32955,0
36682,0
40618,0
47516,0
7289,0
15975,0
2288,0
26239,0
45428,0
18764,0
3788,1
16232,0
39480,0
8191,0
13372,0
42543,0
14441,0
22118,0
32588,0
27105,1
29225,0
47893,1
30629,0
34913,0
34615,0
9251,0
40964,0
27029,0
11434,1
43805,0
28877,1
38693,1
37667,0
29186,0
34344,0
25960,0
13532,0
1607,0
28388,0
21536,0
3052,1
31402,0
42356,1
38536,1
28917,0
23257,0
28397,1
31472,0
7534,0
16258,0
35625,0
29149,0
44483,0
13258,0
18477,0
16961,1
2447,0
44712,1
8464,0
15972,0
21996,0
40879,0
7427,0
32607,0
15057,0
17742,0
20779,0
28303,0
16485,0
41204,0
25418,0
23334,1
31785,0
23246,0
29463,0
41300,0
37845,0
13533,0
9466,0
46642,0
20554,0
46203,0
36946,1
22667,1
35105,0
20532,0
33675,0
44077,0
31544,0
39792,0
24846,0
17363,0
10578,0
35157,0
15456,0
30057,0
5981,0
5295,0
12331,0
46787,0
14588,0
11876,0
43240,1
28866,1
38363,1
9555,0
32087,0
26295,0
41114,0
8458,1
40576,0
21112,0
47983,0
36265,1
3536,1
20405,0
16706,0
42393,0
25314,0
46986,0
8856,1
44691,0
22297,0
20290,1
42958,1
10653,0
35224,0
6779,0
27756,0
26649,0
40444,0
48496,0
3633,0
37352,1
20814,0
38445,0
37124,0
39935,0
32146,0
9527,0
44532,0
26860,1
32576,1
13368,0
35928,0
25952,0
30028,0
6985,1
6716,1
40913,0
7752,0
40806,0
31777,0
26151,1
21912,1
44957,0
34309,1
40221,0
30649,1
40014,1
47840,0
181,0
46122,1
18842,0
31318,0
2146,0
3213,0
24627,0
4009,0
43099,1
18995,0
25791,0
36878,0
3920,0
42591,0
632,1
46883,0
47033,0
31930,0
15552,0
18094,0
28705,1
22410,0
29545,0
6672,0
34968,1
36398,0
34886,0
37799,0
5032,0
17433,0
10348,0
21481,1
42333,1
10854,0
3395,1
10699,0
9863,0
31451,1
38908,0
19690,0
45139,0
23186,0
31211,0
34640,0
4799,0
10877,0
40235,0
46472,0
41031,0
31772,0
17246,0
22605,0
39809,0
46954,0
39914,0
14518,1
36767,0
23228,0
43147,0
34075,0
31742,1
31257,0
23138,0
40040,0
36577,1
37656,0
12188,1
42169,0
28709,0
23768,0
21950,1
19627,1
29115,0
12636,0
4550,1
43124,0
27580,0
32633,0
22652,0
15234,0
5072,1
38231,0
27746,0
29883,1
5020,0
12212,1
15185,0
7134,1
9475,0
4066,0
19727,1
21963,0
35862,0
38222,0
15183,0
21915,0
14356,1
29878,1
1889,0
25140,0
13731,0
29350,0
41224,1
18167,1
12218,0
28660,0
45163,0
48743,0
25154,0
31523,1
1736,0
28138,0
37913,0
10771,1
27525,1
4986,0
38416,1
16263,0
2473,1
42839,1
28586,0
24176,0
37117,0
48376,1
37824,0
3630,0
33488,0
36957,0
16683,1
42664,1
3507,0
968,1
2907,0
42724,0
8956,0
3087,0
20914,0
2064,0
47723,1
37201,0
3940,0
28322,1
34232,1
36170,0
46574,0
38512,1
2998,0
39612,0
47588,0
23430,0
24720,0
28281,0
47901,0
44380,1
18925,0
17226,1
3109,0
13988,0
30445,0
33085,0
8326,0
7485,1
32013,0
46989,0
30887,0
29915,0
36834,0
14096,1
37009,0
12076,0
13500,0
22232,0
38392,1
44720,1
10037,0
3277,0
10547,0
29046,1
12688,1
42255,1
44143,1
14220,1
25281,1
35116,0
19772,1
30207,0
853,0
18282,0
29674,1
12850,0
32630,0
2927,0
32229,0
29896,0
16983,0
34213,0
2321,1
35992,0
30077,1
32829,0
14762,0
873,1
47288,1
29365,0
40079,1
21921,0
6662,0
2254,1
47683,0
39639,0
12741,1
19114,0
17361,0
2982,0
7515,0
46687,0
15401,0
42150,1
19203,0
11741,1
22209,0
41291,0
9345,1
22723,1
26714,0
10105,0
28035,0
9922,0
2643,1
18398,0
37679,1
25573,0
20882,0
10466,0
14277,1
22324,0
48032,0
1714,0
20041,0
34773,0
14608,0
2289,0
1187,0
12800,1
12380,0
41859,1
11926,0
2772,0
2324,1
31099,0
7720,0
14194,1
5028,0
46899,1
11730,0
3488,0
38973,0
31679,0
32134,0
12690,0
4154,1
3428,0
42843,0
10307,0
9480,0
26413,0
1821,0
5573,0
32379,0
11232,0
17077,1
21328,1
27834,0
17256,0
2156,0
18389,0
36439,0
44043,1
16036,0
38904,0
1587,0
13414,1
43380,0
15683,0
3475,1
13094,0
8967,1
41153,0
36507,0
25762,1
20414,0
6067,0
41788,1
25937,0
40809,0
33014,0
16112,0
17317,0
7499,1
16425,0
48818,0
7825,0
35808,1
8675,0
44347,0
28920,0
41613,0
20805,0
41662,0
18976,0
623,0
27231,0
42891,0
27781,1
31198,1
16255,0
45372,0
40512,0
33051,0
42368,0
43953,0
34409,1
24467,0
43675,0
29627,1
43369,0
42680,1
18184,0
42532,0
24091,0
42848,0
26886,1
13205,0
26780,1
44605,1
25683,0
18213,0
8319,0
38704,0
27868,0
46652,0
10790,1
39575,0
45615,1
14333,0
39667,0
26624,1
10839,0
4989,0
39407,0
16008,0
36864,0
17306,0
34962,1
42111,0
27166,1
41402,0
19390,0
47704,0
16371,0
22838,0
36919,1
39129,0
37232,1
26365,1
4779,0
13578,0
21563,0
36165,0
17198,1
47730,0
28823,0
21843,0
21338,1
29753,0
30515,0
42997,0
44613,0
39295,0
24397,0
6733,0
32286,0
13946,1
39918,0
37829,1
5055,0
8641,0
12964,1
10984,0
19538,0
1181,1
36228,0
17884,1
14421,0
38182,0
17988,0
35080,0
33940,1
38227,0
36567,0
43808,0
11018,0
20575,0
25499,0
18662,1
17755,1
462,0
35449,0
15012,0
30349,0
8334,0
41248,0
19527,0
48367,1
3231,0
36486,0
38999,0
31112,0
4092,0
2765,0
41608,0
13010,1
35758,0
23174,0
6254,0
41026,0
15712,1
15354,0
10477,0
5439,0
48268,1
48786,1
25249,1
14533,1
43067,0
19652,0
33357,0
40658,0
2285,0
44771,0
37310,0
22188,0
32152,0
43659,0
10949,0
47255,0
28841,0
38934,0
48578,0
10191,0
16493,0
21876,1
22596,1
28515,0
22895,0
32273,0
39000,0
6343,0
6409,0
19649,0
30465,0
38585,0
37383,0
1244,0
4447,0
16217,1
27217,1
3047,0
38123,0
45057,0
33843,0
25580,0
13225,0
37020,0
1450,0
28316,0
12922,0
10502,1
3437,0
38562,1
41916,0
22587,0
18500,0
20464,0
47069,1
41728,1
1088,1
48758,0
580,1
30299,0
18739,1
36190,0
806,0
16743,0
17229,0
42807,0
30958,0
10834,1
6194,0
16733,0
3204,1
36754,0
5870,0
8547,0
32540,0
44587,0
41444,1
23441,1
34610,1
16456,0
46995,0
40530,0
22043,0
32096,0
28519,1
19709,1
33233,0
30091,0
6205,1
34695,1
7372,0
29692,0
26701,0
10558,0
40911,0
8313,0
17250,0
8230,0
42667,0
5897,0
46471,0
8528,0
21540,1
45948,0
8332,0
10388,0
688,0
7255,0
44324,0
48742,1
37362,0
10603,0
5782,0
39274,1
20043,0
23440,0
35913,1
21858,0
10626,1
3984,0
15256,0
1901,0
3559,1
19721,0
18317,0
45509,0
13070,1
34537,1
28782,0
2022,0
27678,1
47190,0
45746,1
25905,0
38149,0
11181,0
47837,0
2801,0
24383,0
44636,0
43009,0
38436,1
1504,0
7771,0
43521,0
15106,0
17812,1
12369,0
14371,1
43783,0
8477,0
11138,0
8692,0
25655,0
5140,1
20152,1
44725,0
44310,0
22017,1
6545,0
8306,0
21816,1
11545,1
41392,0
29088,0
39883,1
17215,0
10385,1
43718,0
14850,0
36135,0
35436,0
32455,1
11259,0
13448,1
11660,1
32375,1
34337,0
33035,0
23321,0
27481,0
29872,1
6902,0
9903,1
47465,0
36086,0
43970,0
37581,0
31286,0
40312,0
35607,0
20250,0
47113,0
4024,1
3110,0
22896,0
36690,0
48220,1
19001,1
15377,0
25312,1
26062,0
23713,0
16461,0
33955,0
46712,0
5613,0
36354,0
46984,0
27287,0
8045,0
32493,0
11740,0
31253,0
43610,0
47792,0
32860,0
34580,0
34299,0
47261,0
12395,0
11883,0
30257,0
11278,0
37634,0
35763,0
9564,0
6260,0
30295,0
3435,1
34896,0
14846,0
26174,0
44552,0
32849,0
33458,1
14530,0
16835,0
26105,1
19683,0
38158,0
42242,0
6062,0
29866,0
16633,0
37278,0
26107,0
42797,0
30096,0
8237,1
12661,0
26064,0
33607,0
4149,0
3346,0
28899,1
41911,0
16828,0
35139,0
1005,0
8534,0
4065,0
13394,1
48713,0
4288,0
26220,0
43529,0
22813,0
10865,0
35501,0
6176,0
3147,0
41681,1
35366,0
33356,1
26669,0
22492,0
25921,0
5488,1
16557,1
33105,1
47543,0
47572,1
5499,0
12413,0
16441,0
48440,0
27826,0
44048,0
8487,0
31357,1
4899,0
19890,0
29239,1
31680,1
3169,0
12147,0
8260,0
6656,0
19639,0
24333,0
47340,0
26532,0
4645,1
9596,0
31237,0
9800,0
4708,0
16590,0
8390,0
1794,0
13263,0
12583,0
42586,0
25105,0
32125,1
8125,1
27861,1
7517,1
36513,0
40207,0
26128,1
26930,1
17833,0
13864,1
31891,0
36207,0
4370,0
42081,1
21566,1
32646,0
8143,0
32586,1
42965,1
20659,1
27776,0
44588,0
18543,0
36145,0
12731,0
21023,1
7599,1
9926,0
4251,0
29116,0
17010,0
25695,0
29258,0
41085,0
45669,1
2266,0
34251,0
46037,0
39494,0
18353,0
42661,0
8079,0
32494,0
43434,0
1523,0
21830,0
39642,0
44844,0
16293,0
8216,0
9803,0
11242,0
45550,0
46703,1
44912,0
11563,0
20462,0
21382,0
24868,0
4427,0
9953,0
14589,0
35410,0
13230,0
21500,0
23839,1
31403,0
38428,1
5890,0
6503,0
35113,1
26691,0
30255,0
36360,0
16882,0
874,0
37912,0
28359,1
46114,1
11413,0
24539,0
4241,0
25400,0
29118,0
3743,0
33794,0
11954,0
15822,0
11831,1
17221,0
16832,1
41352,0
22911,0
41247,0
35354,0
24522,1
15793,0
43738,1
31626,0
3035,1
28562,1
47487,0
47528,0
41812,0
35697,0
23508,0
21146,1
41628,0
33442,0
44431,1
46108,0
40745,1
38001,0
44727,1
8408,0
25916,0
20540,0
16109,1
34837,0
31668,0
17491,0
43041,0
13809,0
27521,0
35766,1
35669,0
26360,0
14816,1
41930,0
3273,1
35261,0
16363,0
34212,0
8393,1
11264,0
39594,0
34413,0
28933,0
2354,0
26856,0
28163,0
46299,1
35977,0
3706,0
18112,1
18020,0
46144,1
42001,0
17318,1
23698,0
16529,0
23978,0
36685,1
23937,0
43184,0
13922,1
44799,0
22953,1
37134,0
43148,0
12816,0
37259,1
29653,1
34590,0
24408,0
32444,0
38817,0
7124,0
48567,0
47524,0
41341,1
14544,0
36523,1
6239,0
6232,0
13096,0
31415,0
184,1
37045,0
28068,0
11799,1
48841,1
28371,1
42467,0
25610,1
2066,1
29459,1
11160,0
30201,0
43957,1
10393,1
11988,0
32943,1
28876,0
27079,1
8136,0
43860,0
39410,0
32574,0
6023,0
28745,1
43237,0
40489,0
224,0
35546,1
46295,1
13444,1
21178,0
25863,0
45056,1
379,0
36869,0
32311,1
28916,0
12,0
595,0
37640,0
36370,0
37139,0
18259,0
15966,1
48309,0
23612,0
40012,0
31374,0
45470,1
46068,0
32741,0
44855,0
34861,0
564,1
5080,0
39102,0
46145,1
6393,0
15611,0
28139,1
22356,0
33114,1
40145,0
20011,0
48613,1
15142,0
38485,0
33728,0
26615,0
44890,0
27535,0
7890,0
44578,0
38285,0
32184,0
4663,0
10887,1
37473,0
4573,0
42583,1
23005,1
43994,0
6854,0
865,0
12368,0
19692,0
41049,1
16394,0
26849,0
8875,0
6259,0
26049,0
22284,1
6453,1
14685,0
3696,0
16806,1
18278,0
48703,0
40787,0
876,0
17721,0
3232,0
21760,0
12836,0
16216,0
34906,0
40947,0
8693,0
4842,0
9712,0
45087,0
32515,0
18692,0
1730,0
1339,0
23545,1
43319,0
34145,0
43416,0
8033,0
10677,0
2992,0
39053,1
45281,1
8672,0
38200,0
14951,0
3492,0
43923,0
24218,0
29210,0
44740,0
45065,0
40601,0
41741,0
45971,0
32612,0
28580,0
17118,0
33184,0
30271,0
10857,0
45156,0
44869,0
2301,0
47518,1
43427,0
4223,0
19106,0
24783,0
42332,0
40516,1
17725,0
14993,1
47486,0
48490,0
26389,0
43679,0
29931,0
17277,1
6008,1
16770,0
8685,0
37678,0
48778,0
38172,0
20334,0
25379,0
22385,1
32227,0
297,0
9319,0
24728,0
43575,0
27483,0
30191,0
26359,0
44330,0
40163,0
41370,0
20993,0
45101,1
27926,1
38626,0
46016,1
31509,0
37096,0
20782,0
4205,0
2511,0
4332,0
24258,0
37357,0
45548,0
33763,1
9105,1
37329,0
10384,0
23606,0
43437,0
18388,0
15416,0
1979,0
24901,0
5229,0
33190,0
29824,0
24167,0
10083,0
5261,0
28496,0
17610,0
8770,0
26693,0
12339,0
30541,0
36441,0
494,0
17211,0
13635,0
32084,1
1281,1
23568,1
31585,0
39335,1
41983,0
39518,0
30111,1
19263,0
25285,0
21142,0
36017,1
5748,1
12382,0
43167,0
35179,1
42648,0
46898,1
21762,0
14191,0
29036,0
18552,0
47916,0
13631,1
6712,0
48090,0
20510,1
7726,0
30919,0
10246,0
21884,1
45036,0
15894,0
41388,1
13028,0
45265,0
40805,1
39561,0
27298,0
26767,0
18646,0
44392,0
7716,1
24389,0
35733,0
20845,0
44150,1
1454,1
6585,0
23485,0
5109,0
31459,0
40522,0
22381,0
2260,0
12420,0
13282,0
36909,0
6611,0
19662,0
12598,0
18813,0
15460,1
29345,0
28312,1
19701,1
7175,0
42351,0
5378,0
28405,0
5131,0
13898,0
9579,0
5558,0
38584,1
10247,0
23781,0
38802,1
33093,0
4947,1
28883,0
35486,0
45068,0
31875,0
12029,0
23524,0
43049,1
16278,0
22996,0
36103,0
20915,0
2615,0
28296,0
38008,1
33596,0
44769,0
19153,0
39174,0
43801,0
26443,0
16856,1
41086,0
21820,0
8335,0
12672,0
20469,0
7674,1
38146,0
14942,1
13590,1
11484,1
27833,0
20058,0
16139,1
25075,0
30487,0
21279,1
32196,0
24377,0
19806,0
33150,0
935,1
9541,0
41441,0
46973,0
35909,0
37766,1
15933,0
8523,0
19479,1
46798,0
47061,0
16233,0
39725,0
10006,0
37460,1
2392,0
32198,1
28714,0
27741,0
47156,1
42763,0
47474,0
46934,0
10627,1
19593,0
45862,1
16957,0
42468,0
11689,0
25998,0
26457,1
17762,0
38885,1
26920,1
3612,1
45109,0
1172,1
45663,1
43203,0
35165,0
26623,0
16505,0
21537,0
40982,0
39316,0
32358,1
10266,0
28872,0
11714,0
25009,0
37760,1
5896,0
2456,0
34041,0
30033,0
40171,0
18590,0
25704,0
23175,0
33447,0
29105,0
31793,0
30359,0
37097,0
9081,0
26006,0
43138,0
3486,0
17734,0
28781,0
14729,0
38071,1
37307,0
13934,0
47943,0
19902,0
46273,0
1618,0
17933,0
2591,0
15281,0
5081,0
29386,0
9037,0
21998,1
28432,0
28686,0
24684,0
25459,0
29834,0
47882,0
20460,0
42257,0
31882,0
29916,0
7480,0
46856,0
32330,0
40204,1
9769,1
7196,0
9044,0
2898,0
47032,1
403,0
16946,1
24008,1
8830,1
12646,0
35125,0
25820,0
5119,0
35777,0
36698,1
25999,0
35604,0
10679,0
29906,0
19561,0
1336,0
4765,1
24607,0
8019,0
12697,0
38832,0
43570,0
48195,0
3238,0
40256,0
27052,1
27220,1
32662,0
27448,0
31023,0
14085,0
26570,1
